temperature,humidity,wind_speed,rainfall,pressure,sunlight_hours,cloud_cover,particulate_matter,ozone_level,air_quality_index
24.483570765056164,46.64015304465583,2.101215951676872,0.6552121846361499,1007.1066776857264,11.381101866497914,64.2068344288196,36.19872895610056,22.31943280825603,13.194088824924695
21.308678494144075,73.5589564158552,1.6696863742610102,3.0504307866758915,1008.4136136389892,10.109569282026902,77.15951778014595,39.813950928884864,40.19545844798182,30.316546384227216
25.23844269050346,99.5311488976934,2.8108796092229666,9.789607031668986,1021.5670248024255,8.668482091593582,58.334246281521956,20.182011347903423,39.472448919992345,26.608110714028005
29.61514928204013,72.9471351879503,3.9216501119244596,0.550638982756573,1029.7737708780548,0.935926396912909,0.0,45.84556909369796,46.53478981951741,30.517602474612897
20.829233126383322,64.622673389602,2.8724508796224657,4.147831022890391,1004.9482824825712,1.2735602317082333,37.52152621324086,36.282699944593986,40.68906133120972,24.12938975407366
20.8293152152541,78.45204081913968,4.511154930247347,3.551253729785318,1023.7684814465769,5.913376150379468,79.92920068119633,9.264375220428057,38.67395921759503,22.944803637954514
29.896064077536955,57.21644898269745,1.5488243099484411,0.5089005595057107,991.303225822743,1.9285601902918281,29.810216497542598,21.06610276308904,51.77000636790337,17.389370618142337
25.837173645764544,24.811387408062817,2.9879110521539456,1.019427751304753,1001.0581059890771,11.73918556235369,44.413187369076525,27.438069895225045,26.875326965514503,12.069326655415708
19.65262807032524,64.98374527023279,1.747606555586881,1.0541568738232674,1003.4122154381323,1.9022428083289133,23.87909215242322,33.90713466738417,45.36389218847576,20.615380503352203
24.712800217929825,96.61002276043041,3.363631882624968,7.653587712928802,999.4749131055928,5.849614025567687,94.59806488004423,63.33918193255994,23.288528352046512,33.57714574526821
19.682911535937688,34.02423538861277,3.8868873900973004,0.399078430580872,997.1641161021242,4.369452682098065,92.03731143545039,38.572569592094425,31.616381199991924,15.663661226436831
19.671351232148716,75.20039126565325,2.579238206318947,3.2104732116383348,1017.129989121378,7.672637057449176,27.903277621481767,22.388421651520623,27.873428673766863,16.26107854388272
23.20981135783017,36.07469509272452,0.3957861433728658,0.8135100218697903,1010.8593230227214,1.548436906673099,53.6824500097271,38.309462064607445,47.81942535451918,21.11562608125389
12.43359877671101,62.8662147578465,3.1989481467964946,2.6251240590719855,1016.7940539760511,5.163797136508691,32.98764880589881,29.718683788191786,39.34589766404606,21.608417076041782
13.375410837434837,27.73411597173757,3.4367385517335096,1.0894922970904337,1019.9047268612152,3.2964603936857237,65.37361597578445,39.87137359300313,39.86496755407023,15.099108026282185
19.188562353795135,56.02967490065481,3.4042947549616978,1.7272056955616404,1015.6561699317253,10.653018296060257,62.74207693105822,43.70851530553422,28.93267012270549,24.76786632870509
16.93584439832788,80.49306631161969,4.235782191822154,3.5748789078052865,1019.5776317615038,0.487028545616341,70.29263929033164,53.13845970835907,37.00306504067111,37.41618669553619
23.571236662976368,47.80572193911857,1.9289463203509511,3.2609713920670957,1012.3046771375773,10.96472992807751,58.29796119269719,34.63570256494961,32.36534696690888,22.225361902344783
